name,year_start,year_end,position,height,weight,birth_date,college
Kevin Ollie,1998,2010,G,06-Apr,195,"December 27, 1972",University of Connecticut
Kevin O'Shea,1951,1953,G,06-Feb,175,"July 10, 1925",University of Notre Dame
Kevin Porter,1973,1983,G,6-0,170,"April 17, 1950",Saint Francis University
Kevin Pritchard,1991,1996,G,06-Mar,180,"July 17, 1967",University of Kansas
Kevin Restani,1975,1982,F-C,06-Sep,225,"December 23, 1951",University of San Francisco
Kevin Salvadori,1997,1998,C,7-0,231,"December 30, 1970",University of North Carolina
Kevin Seraphin,2011,2017,F,06-Sep,285,"December 7, 1989",
Kevin Stacom,1975,1982,G,06-Mar,185,"September 4, 1951",Providence College
Kevin Thompson,1994,1994,C-F,06-Nov,260,"February 7, 1971",North Carolina State University
Kevin Williams,1984,1989,G,06-Feb,175,"September 11, 1961",St. John's University
Kevin Willis,1985,2007,F-C,7-0,220,"September 6, 1962",Michigan State University
Kevinn Pinkney,2007,2007,F,06-Oct,245,"October 20, 1983","University of Nevada, Reno"
Kevon Looney,2016,2018,F-C,06-Sep,220,"February 6, 1996","University of California, Los Angeles"
Keyon Dooling,2001,2013,G,06-Mar,196,"May 8, 1980",University of Missouri
Khalid El-Amin,2001,2001,G,05-Oct,200,"April 25, 1979",University of Connecticut
Khalid Reeves,1995,2000,G,06-Mar,199,"July 15, 1972",University of Arizona
Khem Birch,2018,2018,C-F,06-Sep,220,"September 28, 1992","University of Nevada, Las Vegas"
Khris Middleton,2013,2018,F-G,06-Aug,234,"August 12, 1991",Texas A&M University
Kiki Vandeweghe,1981,1993,F,06-Aug,220,"August 1, 1958","University of California, Los Angeles"
Kim Anderson,1979,1979,F,06-Jul,200,"May 12, 1955",University of Missouri
Kim English,2013,2013,G,06-Jun,200,"September 24, 1988",University of Missouri
Kim Hughes,1976,1981,C,06-Nov,220,"June 4, 1952",University of Wisconsin
Kirk Haston,2002,2003,F,06-Sep,242,"March 10, 1979",Indiana University
Kirk Hinrich,2004,2016,G,06-Apr,190,"January 2, 1981",University of Kansas
Kirk Penney,2004,2005,G,06-May,220,"November 23, 1980",University of Wisconsin
Kirk Snyder,2005,2008,G,06-Jun,225,"June 5, 1983","University of Nevada, Reno"
Kiwane Garris,1998,2000,G,06-Feb,183,"September 24, 1974",University of Illinois at Urbana-Champaign
Klay Thompson,2012,2018,G-F,06-Jul,215,"February 8, 1990",Washington State University
Kleggie Hermsen,1947,1953,C-F,06-Sep,225,"March 12, 1923",University of Minnesota
Kobe Bryant,1997,2016,G-F,06-Jun,212,"August 23, 1978",
Kobi Simmons,2018,2018,G,06-May,166,"July 4, 1997",University of Arizona
Korleone Young,1999,1999,F,06-Jul,213,"December 31, 1978",
Kornel David,1999,2001,F,06-Sep,235,"October 22, 1971",
Kosta Koufos,2009,2018,C,7-0,265,"February 24, 1989",Ohio State University
Kosta Perovic,2008,2008,C,07-Feb,240,"February 19, 1985",
Kostas Papanikolaou,2015,2016,F,06-Aug,225,"July 31, 1990",
Kris Dunn,2017,2018,G,06-Apr,210,"March 18, 1994",Providence College
Kris Humphries,2005,2017,F-C,06-Sep,235,"February 6, 1985",University of Minnesota
Kris Joseph,2013,2013,F,06-Jul,210,"December 17, 1988",Syracuse University
Kristaps Porzingis,2016,2018,F-C,07-Mar,240,"August 2, 1995",
Kurk Lee,1991,1991,G,06-Mar,190,"June 3, 1967",Towson University
Kurt Nimphius,1982,1990,C-F,06-Oct,218,"March 13, 1958",Arizona State University
Kurt Rambis,1982,1995,F,06-Aug,213,"February 25, 1958",Santa Clara University
Kurt Thomas,1996,2013,F,06-Sep,230,"October 4, 1972",Texas Christian University
Kwame Brown,2002,2013,F,06-Nov,270,"March 10, 1982",
Kyle Anderson,2015,2018,F-G,06-Sep,230,"September 20, 1993","University of California, Los Angeles"
Kyle Collinsworth,2018,2018,G-F,06-Jun,210,"October 3, 1991",Brigham Young University
Kyle Korver,2004,2018,G-F,06-Jul,212,"March 17, 1981",Creighton University
Kyle Kuzma,2018,2018,F,06-Sep,220,"July 24, 1995",University of Utah
Kyle Lowry,2007,2018,G,6-0,205,"March 25, 1986",Villanova University
Kyle Macy,1981,1987,G,06-Mar,175,"April 9, 1957",University of Kentucky
Kyle O'Quinn,2013,2018,F-C,06-Oct,250,"March 26, 1990",Norfolk State University
Kyle Singler,2013,2018,F,06-Aug,228,"May 4, 1988",Duke University
Kyle Weaver,2009,2011,G,06-Jun,201,"February 18, 1986",Washington State University
Kyle Wiltjer,2017,2017,F,06-Oct,240,"October 20, 1992",Gonzaga University
Kyrie Irving,2012,2018,G,06-Mar,193,"March 23, 1992",Duke University
Kyrylo Fesenko,2008,2012,C,07-Jan,288,"December 24, 1986",
LaBradford Smith,1992,1994,G,06-Mar,200,"April 3, 1969",University of Louisville
Lamar Green,1970,1975,F-C,06-Jul,210,"March 22, 1947",Morehead State University
Lamar Odom,2000,2013,F,06-Oct,220,"November 6, 1979",University of Rhode Island
Lamar Patterson,2016,2017,G-F,06-May,225,"August 12, 1991",University of Pittsburgh
LaMarcus Aldridge,2007,2018,F-C,06-Nov,260,"July 19, 1985",University of Texas at Austin
LaMark Baker,1999,1999,G,06-Jan,175,"November 11, 1969",Ohio State University
Lamond Murray,1995,2006,F,06-Jul,236,"April 20, 1973",University of California
Lamont Strothers,1992,1993,G,06-Apr,190,"May 10, 1968",Christopher Newport University
Lanard Copeland,1990,1992,G,06-Jun,190,"July 16, 1965",Georgia State University
Lancaster Gordon,1985,1988,G,06-Mar,185,"June 24, 1962",University of Louisville
Lance Allred,2008,2008,C,06-Nov,250,"February 2, 1981",Weber State University
Lance Blanks,1991,1993,G,06-Apr,190,"September 9, 1966",University of Texas at Austin
Lance Stephenson,2011,2018,G-F,06-May,230,"September 5, 1990",University of Cincinnati
Lance Thomas,2012,2018,F,06-Aug,235,"April 24, 1988",Duke University
Landry Fields,2011,2015,F,06-Jul,210,"June 27, 1988",Stanford University
Langston Galloway,2015,2018,G,06-Feb,200,"December 9, 1991",Saint Joseph's University
LaPhonso Ellis,1993,2003,F,06-Aug,240,"May 5, 1970",University of Notre Dame
Lari Ketner,2000,2001,F-C,06-Sep,277,"February 1, 1977",University of Massachusetts Amherst
Laron Profit,2000,2006,G-F,06-May,204,"August 5, 1977",University of Maryland
Larry Bergh,1970,1970,F,06-Aug,210,"April 2, 1945",Weber State University
Larry Bird,1980,1992,F,06-Sep,220,"December 7, 1956",Indiana State University
Larry Brown,1968,1972,G,05-Sep,160,"September 14, 1940",University of North Carolina
Larry Bunce,1968,1969,C,7-0,240,"July 29, 1945",Utah State University
Larry Cannon,1970,1974,G,06-Apr,195,"April 12, 1947",La Salle University
Larry Comley,1964,1964,G,06-May,210,"August 17, 1939",Kansas State University
Larry Conley,1968,1968,G,06-Mar,175,"January 22, 1944",University of Kentucky
Larry Costello,1955,1968,G,06-Jan,186,"July 2, 1931",Niagara University
Larry Demic,1980,1982,F-C,06-Sep,225,"June 27, 1957",University of Arizona
Larry Drew,1981,1991,G,06-Jan,170,"April 2, 1958",University of Missouri
Larry Drew,2015,2015,G,06-Feb,180,"March 5, 1990","University of California, Los Angeles"
Larry Finch,1974,1975,G,06-Feb,185,"February 16, 1951",University of Memphis
Larry Fogle,1976,1976,G,06-May,205,"March 19, 1953",Canisius College
Larry Foust,1951,1962,C-F,06-Sep,215,"June 24, 1928",La Salle University
Larry Friend,1958,1958,G-F,06-Apr,185,"April 14, 1935",University of California
Larry Hennessy,1956,1957,G,06-Mar,185,"May 20, 1929",Villanova University
Larry Hughes,1999,2012,G,06-May,184,"January 23, 1979",Saint Louis University
Larry Johnson,1978,1978,G,06-Mar,205,"November 28, 1954",University of Kentucky
Larry Johnson,1992,2001,F,06-Jun,250,"March 14, 1969","University of Nevada, Las Vegas"
Larry Jones,1965,1974,G-F,06-Feb,180,"September 22, 1942",University of Toledo
Larry Kenon,1974,1983,F,06-Sep,205,"December 13, 1952",University of Memphis
Larry Krystkowiak,1987,1997,F-C,06-Sep,220,"September 23, 1964",University of Montana
Larry McNeill,1974,1979,F-C,06-Sep,195,"January 31, 1951",Marquette University
Larry Micheaux,1984,1985,F,06-Sep,220,"March 24, 1960",University of Houston
Larry Mikan,1971,1971,F,06-Jul,210,"April 8, 1948",University of Minnesota
Larry Miller,1969,1975,G-F,06-Apr,190,"April 4, 1946",University of North Carolina
Larry Moffett,1978,1978,F,06-Aug,210,"November 5, 1954","University of Nevada, Las Vegas"
Larry Moore,1968,1968,F,06-Jul,215,,
Larry Nance,1982,1994,F-C,06-Oct,205,"February 12, 1959",Clemson University
Larry Nance,2016,2018,F,06-Sep,230,"January 1, 1993",University of Wyoming
Larry Owens,2011,2012,F,06-Jul,210,"January 8, 1983",Oral Roberts University
Larry Robinson,1991,2002,F-G,06-Mar,180,"January 11, 1968",Centenary College of Louisiana
Larry Sanders,2011,2017,C-F,06-Nov,235,"November 21, 1988",Virginia Commonwealth University
Larry Siegfried,1964,1972,F,06-Mar,190,"May 22, 1939",Ohio State University
Larry Smith,1981,1993,F-C,06-Aug,215,"January 18, 1958",Alcorn State University
Larry Spriggs,1982,1986,F,06-Jul,230,"September 8, 1959",Howard University
Larry Staverman,1959,1964,F,06-Jul,205,"October 11, 1936",Thomas More College
Larry Steele,1972,1980,G-F,06-May,180,"May 5, 1949",University of Kentucky
Larry Stewart,1992,1997,F,06-Aug,220,"September 21, 1968",Coppin State University
Larry Sykes,1996,1996,F,06-Sep,255,"April 11, 1973",Xavier University
Larry Wright,1977,1982,G,06-Jan,160,"November 23, 1954",Grambling State University
Lars Hansen,1979,1979,C,06-Oct,225,"September 14, 1954",University of Washington
LaRue Martin,1973,1976,C,06-Nov,208,"March 30, 1950",Loyola University of Chicago
LaSalle Thompson,1983,1997,C-F,06-Oct,245,"June 23, 1961",University of Texas at Austin
Latrell Sprewell,1993,2005,G,06-May,190,"September 8, 1970",University of Alabama
Lauri Markkanen,2018,2018,F,7-0,230,"May 22, 1997",University of Arizona
Lavor Postell,2001,2003,G,06-May,215,"February 26, 1978",St. John's University
Lavoy Allen,2012,2017,F-C,06-Sep,260,"February 4, 1989",Temple University
Lawrence Boston,1980,1980,F,06-Aug,225,"May 18, 1956",University of Maryland
Lawrence Funderburke,1998,2005,F,06-Sep,230,"December 15, 1970",Ohio State University
Lawrence Moten,1996,1998,G,06-May,185,"March 25, 1972",Syracuse University
Lawrence Roberts,2006,2007,F,06-Sep,240,"October 20, 1982",Mississippi State University
Lazar Hayward,2011,2013,F,06-Jun,225,"November 26, 1986",Marquette University
Lazaro Borrell,2000,2000,F,06-Aug,220,"September 20, 1972",
Leandro Barbosa,2004,2017,G,06-Mar,194,"November 28, 1982",
Leary Lentz,1968,1969,F,06-Jun,200,"February 23, 1945",University of Houston
LeBron James,2004,2018,F-G,06-Aug,250,"December 30, 1984",
Ledell Eackles,1989,1998,G-F,06-May,220,"November 24, 1966",University of New Orleans
Lee Davis,1969,1976,C-F,06-Aug,235,"October 11, 1945",North Carolina Central University
Lee Johnson,1981,1981,F,06-Nov,205,"June 16, 1957",East Texas State University
Lee Knorek,1947,1950,C,06-Jul,215,"July 15, 1921",University of Detroit Mercy
Lee Mayberry,1993,1999,G,06-Jan,172,"June 12, 1970",University of Arkansas
Lee Nailon,2001,2006,F,06-Sep,238,"February 22, 1975",Texas Christian University
Lee Robbins,1948,1949,F,06-Mar,175,"February 11, 1922",University of Colorado
Lee Shaffer,1962,1964,F,06-Jul,220,"February 23, 1939",University of North Carolina
Lee Winfield,1970,1976,G,06-Feb,174,"February 4, 1947",University of North Texas
Leland Mitchell,1968,1968,G,06-Apr,210,"February 22, 1941",Mississippi State University
Len Chappell,1963,1972,F-C,06-Aug,240,"January 31, 1941",Wake Forest University
Len Elmore,1975,1984,C-F,06-Sep,220,"March 28, 1952",University of Maryland
Len Kosmalski,1975,1976,C,7-0,245,"November 29, 1951",University of Tennessee
Lennie Rosenbluth,1958,1959,F,06-Apr,190,"January 22, 1933",University of North Carolina
Lenny Wilkens,1961,1975,G,06-Jan,180,"October 28, 1937",Providence College
Leo Barnhorst,1950,1954,F-G,06-Apr,190,"May 11, 1924",University of Notre Dame
Leo Gottlieb,1947,1948,G,05-Nov,180,"November 28, 1920",
Leo Katkaveck,1949,1950,G,6-0,185,"April 17, 1923",North Carolina State University
Leo Klier,1949,1950,F-G,06-Feb,170,"May 21, 1923",University of Notre Dame
Leo Kubiak,1950,1950,G,05-Nov,160,"December 25, 1927",Bowling Green State University
Leo Mogus,1947,1951,F-C,06-Apr,190,"April 13, 1921",Youngstown State University
Leo Rautins,1984,1985,F,06-Aug,215,"March 20, 1960",Syracuse University
Leon Benbow,1975,1976,G,06-Apr,185,"July 23, 1950",Jacksonville University
Leon Blevins,1951,1951,G,06-Feb,160,"June 25, 1926",University of Arizona
Leon Brown,1947,1947,F,06-Mar,190,"October 12, 1919",University of Wyoming
Leon Douglas,1977,1983,C-F,06-Oct,230,"August 26, 1954",University of Alabama
Leon Powe,2007,2011,F,06-Aug,240,"January 22, 1984",University of California
Leon Smith,2002,2004,C,06-Oct,235,"November 2, 1980",
Leon Wood,1985,1991,G,06-Mar,185,"March 25, 1962","California State University, Fullerton"
Leonard Gray,1975,1977,F,06-Aug,240,"December 19, 1951","California State University, Long Beach"
Leonard Taylor,1990,1990,F,06-Aug,220,"May 2, 1966",University of California
LeRon Ellis,1992,1996,F-C,06-Sep,225,"April 28, 1969",Syracuse University
Leroy Chollet,1950,1951,F,06-Feb,190,"March 5, 1925",Canisius College
Leroy Combs,1984,1984,F,06-Aug,210,"January 1, 1961",Oklahoma State University
Leroy Ellis,1963,1976,C-F,06-Oct,210,"March 10, 1940",St. John's University
Leroy Wright,1968,1969,F,06-Sep,215,"May 6, 1938",University of the Pacific
Les Hunter,1965,1973,F-C,06-Jul,210,"August 16, 1942",Loyola University of Chicago
Les Jepsen,1991,1992,C,7-0,237,"June 24, 1967",University of Iowa
Les Pugh,1949,1950,C-F,06-Jul,190,"September 18, 1922",Ohio State University
Lester Conner,1983,1995,G,06-Apr,180,"September 17, 1959",Oregon State University
Lester Hudson,2010,2015,G,06-Mar,190,"August 7, 1984",University of Tennessee at Martin
Lester Selvage,1968,1970,G,06-Jan,175,"March 7, 1943",Truman State University
Levern Tart,1968,1971,G-F,06-Feb,195,"June 1, 1942",Bradley University
Levi Fontaine,1971,1971,G,06-Apr,190,"November 1, 1948",University of Maryland Eastern Shore
Lew Hitch,1952,1957,F-C,06-Aug,200,"July 16, 1929",Kansas State University
Lewis Brown,1981,1981,C,06-Nov,225,"February 19, 1955","University of Nevada, Las Vegas"
Lewis Lloyd,1982,1990,G-F,06-Jun,205,"February 22, 1959",Drake University
Linas Kleiza,2006,2013,F,06-Aug,245,"January 3, 1985",University of Missouri
Lindsay Hairston,1976,1976,F-C,06-Jul,180,"December 8, 1951",Michigan State University
Lindsey Hunter,1994,2010,G,06-Feb,170,"December 3, 1970",Jackson State University
Linton Johnson,2004,2009,F,06-Aug,205,"June 13, 1980",Tulane University
Linton Townes,1983,1985,F-G,06-Jul,190,"November 30, 1959",James Madison University
Lionel Billingy,1975,1975,F-C,06-Sep,215,"August 31, 1952",Duquesne University
Lionel Chalmers,2005,2005,G,6-0,180,"November 10, 1980",Xavier University
Lionel Hollins,1976,1985,G,06-Mar,185,"October 19, 1953",Arizona State University
Lionel Malamed,1949,1949,G,05-Sep,150,"November 15, 1924",City College of New York
Lionel Simmons,1991,1997,F,06-Jul,210,"November 14, 1968",La Salle University
Litterial Green,1993,1999,G,06-Jan,185,"March 7, 1970",University of Georgia
Lloyd Batts,1975,1975,G-F,06-Apr,185,"May 9, 1951",University of Cincinnati
Lloyd Daniels,1993,1998,G,06-Jul,205,"September 4, 1967",Mount San Antonio College
Lloyd Neal,1973,1979,C-F,06-Jul,225,"December 10, 1950",Tennessee State University
Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette University
Logan Vander Velden,1996,1996,F,06-Aug,215,"April 3, 1971",University of Wisconsin-Green Bay
London Perrantes,2018,2018,G,06-Feb,200,"October 3, 1994",University of Virginia
Lonnie Eggleston,1949,1949,G,6-0,170,"June 8, 1918",Oklahoma State University
Lonnie Kluttz,1971,1971,F,06-Jul,220,"September 17, 1945",North Carolina Agricultural and Technical State University
Lonnie Lynn,1970,1970,F,06-Jul,215,"May 24, 1943",Wilberforce University
Lonnie Shelton,1977,1986,F-C,06-Aug,240,"October 19, 1955",Oregon State University
Lonnie Wright,1968,1972,G,06-Feb,205,"January 23, 1945",Colorado State University
Lonny Baxter,2003,2006,F,06-Aug,260,"January 27, 1979",University of Maryland
Lonzo Ball,2018,2018,G,06-Jun,190,"October 27, 1997","University of California, Los Angeles"
Loren Meyer,1996,1999,C,06-Oct,257,"December 30, 1972",Iowa State University
Loren Woods,2002,2008,F-C,07-Jan,245,"June 21, 1978",University of Arizona
Lorenzen Wright,1997,2009,F-C,06-Nov,225,"November 4, 1975",University of Memphis
Lorenzo Brown,2014,2018,G,06-May,189,"August 26, 1990",North Carolina State University
Lorenzo Charles,1986,1986,F,06-Jul,225,"November 25, 1963",North Carolina State University
Lorenzo Romar,1981,1985,G,06-Jan,175,"November 13, 1958",University of Washington
Lorenzo Williams,1993,2000,F-C,06-Sep,200,"July 15, 1969",Stetson University
Lou Amundson,2007,2016,F,06-Sep,220,"December 7, 1982","University of Nevada, Las Vegas"
Lou Hudson,1967,1979,F-G,06-May,210,"July 11, 1944",University of Minnesota
Lou Roe,1996,1997,F,06-Jul,220,"July 14, 1972",University of Massachusetts Amherst
Lou Spicer,1947,1947,F,06-Feb,195,"November 12, 1922",Syracuse University
Lou Tsioropoulos,1957,1959,F,06-May,190,"August 31, 1930",University of Kentucky
Lou Williams,2006,2018,G,06-Jan,175,"October 27, 1986",
Louie Dampier,1968,1979,G,6-0,170,"November 20, 1944",University of Kentucky
Louie Nelson,1974,1978,G,06-Mar,190,"May 28, 1951",University of Washington
Louis Orr,1981,1988,F,06-Aug,175,"May 7, 1958",Syracuse University
Lowes Moore,1981,1983,G,06-Jan,170,"May 5, 1957",West Virginia University
Loy Petersen,1969,1970,G,06-May,205,"July 26, 1945",Oregon State University
Loy Vaught,1991,2001,F,06-Sep,230,"February 27, 1968",University of Michigan
Loyd King,1972,1973,G,06-Feb,180,"May 29, 1949",Virginia Polytechnic Institute and State University
Luc Longley,1992,2001,C,07-Feb,265,"January 19, 1969",University of New Mexico
Luc Mbah a Moute,2009,2018,F,06-Aug,230,"September 9, 1986","University of California, Los Angeles"
Lucas Nogueira,2015,2018,C,7-0,241,"July 26, 1992",
Lucious Harris,1994,2005,G,06-May,190,"December 18, 1970","California State University, Long Beach"
Lucius Allen,1970,1979,G,06-Feb,175,"September 26, 1947","University of California, Los Angeles"
Luigi Datome,2014,2015,F,06-Aug,215,"November 27, 1987",
Luis Flores,2005,2005,G,06-Feb,200,"April 11, 1981",Manhattan College
